,date,value
1102,1932-02-01,14.1
1103,1932-01-01,14.3
1104,1931-12-01,14.6
1105,1931-11-01,14.7
1106,1931-10-01,14.9
1107,1931-09-01,15.0
1108,1931-08-01,15.1
1109,1931-07-01,15.1
1110,1931-06-01,15.1
1111,1931-05-01,15.3
1112,1931-04-01,15.5
1113,1931-03-01,15.6
1114,1931-02-01,15.7
1115,1931-01-01,15.9
1116,1930-12-01,16.1
1117,1930-11-01,16.4
1118,1930-10-01,16.5
1119,1930-09-01,16.6
1120,1930-08-01,16.5
1121,1930-07-01,16.6
1122,1930-06-01,16.8
1123,1930-05-01,16.9
1124,1930-04-01,17.0
1125,1930-03-01,16.9
1126,1930-02-01,17.0
1127,1930-01-01,17.1
1128,1929-12-01,17.2
1129,1929-11-01,17.3
1130,1929-10-01,17.3
1131,1929-09-01,17.3
1132,1929-08-01,17.3
1133,1929-07-01,17.3
1134,1929-06-01,17.1
1135,1929-05-01,17.0
1136,1929-04-01,16.9
1137,1929-03-01,17.0
1138,1929-02-01,17.1
1139,1929-01-01,17.1
1140,1928-12-01,17.1
1141,1928-11-01,17.2
1142,1928-10-01,17.2
1143,1928-09-01,17.3
1144,1928-08-01,17.1
1145,1928-07-01,17.1
1146,1928-06-01,17.1
1147,1928-05-01,17.2
1148,1928-04-01,17.1
1149,1928-03-01,17.1
1150,1928-02-01,17.1
1151,1928-01-01,17.3
1152,1927-12-01,17.3
1153,1927-11-01,17.3
1154,1927-10-01,17.4
1155,1927-09-01,17.3
1156,1927-08-01,17.2
1157,1927-07-01,17.3
1158,1927-06-01,17.6
1159,1927-05-01,17.4
1160,1927-04-01,17.3
1161,1927-03-01,17.3
1162,1927-02-01,17.4
1163,1927-01-01,17.5
1164,1926-12-01,17.7
1165,1926-11-01,17.7
1166,1926-10-01,17.6
1167,1926-09-01,17.5
1168,1926-08-01,17.4
1169,1926-07-01,17.5
1170,1926-06-01,17.7
1171,1926-05-01,17.8
1172,1926-04-01,17.9
1173,1926-03-01,17.8
1174,1926-02-01,17.9
1175,1926-01-01,17.9
1176,1925-12-01,17.9
1177,1925-11-01,18.0
1178,1925-10-01,17.7
1179,1925-09-01,17.7
1180,1925-08-01,17.7
1181,1925-07-01,17.7
1182,1925-06-01,17.5
1183,1925-05-01,17.3
1184,1925-04-01,17.2
1185,1925-03-01,17.3
1186,1925-02-01,17.2
1187,1925-01-01,17.3
1188,1924-12-01,17.3
1189,1924-11-01,17.2
1190,1924-10-01,17.2
1191,1924-09-01,17.1
1192,1924-08-01,17.0
1193,1924-07-01,17.1
1194,1924-06-01,17.0
1195,1924-05-01,17.0
1196,1924-04-01,17.0
1197,1924-03-01,17.1
1198,1924-02-01,17.2
1199,1924-01-01,17.3
1200,1923-12-01,17.3
1201,1923-11-01,17.3
1202,1923-10-01,17.3
1203,1923-09-01,17.2
1204,1923-08-01,17.1
1205,1923-07-01,17.2
1206,1923-06-01,17.0
1207,1923-05-01,16.9
1208,1923-04-01,16.9
1209,1923-03-01,16.8
1210,1923-02-01,16.8
1211,1923-01-01,16.8
1212,1922-12-01,16.9
1213,1922-11-01,16.8
1214,1922-10-01,16.7
1215,1922-09-01,16.6
1216,1922-08-01,16.6
1217,1922-07-01,16.8
1218,1922-06-01,16.7
1219,1922-05-01,16.7
1220,1922-04-01,16.7
1221,1922-03-01,16.7
1222,1922-02-01,16.9
1223,1922-01-01,16.9
1224,1921-12-01,17.3
1225,1921-11-01,17.4
1226,1921-10-01,17.5
1227,1921-09-01,17.5
1228,1921-08-01,17.7
1229,1921-07-01,17.7
1230,1921-06-01,17.6
1231,1921-05-01,17.7
1232,1921-04-01,18.1
1233,1921-03-01,18.3
1234,1921-02-01,18.4
1235,1921-01-01,19.0
1236,1920-12-01,19.4
1237,1920-11-01,19.8
1238,1920-10-01,19.9
1239,1920-09-01,20.0
1240,1920-08-01,20.3
1241,1920-07-01,20.8
1242,1920-06-01,20.9
1243,1920-05-01,20.6
1244,1920-04-01,20.3
1245,1920-03-01,19.7
1246,1920-02-01,19.5
1247,1920-01-01,19.3
1248,1919-12-01,18.9
1249,1919-11-01,18.5
1250,1919-10-01,18.1
1251,1919-09-01,17.8
1252,1919-08-01,17.7
1253,1919-07-01,17.4
1254,1919-06-01,16.9
1255,1919-05-01,16.9
1256,1919-04-01,16.7
1257,1919-03-01,16.4
1258,1919-02-01,16.2
1259,1919-01-01,16.5
1260,1918-12-01,16.5
1261,1918-11-01,16.3
1262,1918-10-01,16.0
1263,1918-09-01,15.7
1264,1918-08-01,15.4
1265,1918-07-01,15.1
1266,1918-06-01,14.7
1267,1918-05-01,14.5
1268,1918-04-01,14.2
1269,1918-03-01,14.0
1270,1918-02-01,14.1
1271,1918-01-01,14.0
1272,1917-12-01,13.7
1273,1917-11-01,13.5
1274,1917-10-01,13.5
1275,1917-09-01,13.3
1276,1917-08-01,13.0
1277,1917-07-01,12.8
1278,1917-06-01,13.0
1279,1917-05-01,12.8
1280,1917-04-01,12.6
1281,1917-03-01,12.0
1282,1917-02-01,12.0
1283,1917-01-01,11.7
1284,1916-12-01,11.6
1285,1916-11-01,11.5
1286,1916-10-01,11.3
1287,1916-09-01,11.1
1288,1916-08-01,10.9
1289,1916-07-01,10.8
1290,1916-06-01,10.8
1291,1916-05-01,10.7
1292,1916-04-01,10.6
1293,1916-03-01,10.5
1294,1916-02-01,10.4
1295,1916-01-01,10.4
1296,1915-12-01,10.3
1297,1915-11-01,10.3
1298,1915-10-01,10.2
1299,1915-09-01,10.1
1300,1915-08-01,10.1
1301,1915-07-01,10.1
1302,1915-06-01,10.1
1303,1915-05-01,10.1
1304,1915-04-01,10.0
1305,1915-03-01,9.9
1306,1915-02-01,10.0
1307,1915-01-01,10.1
1308,1914-12-01,10.1
1309,1914-11-01,10.2
1310,1914-10-01,10.1
1311,1914-09-01,10.2
1312,1914-08-01,10.2
1313,1914-07-01,10.0
1314,1914-06-01,9.9
1315,1914-05-01,9.9
1316,1914-04-01,9.8
1317,1914-03-01,9.9
1318,1914-02-01,9.9
1319,1914-01-01,10.0
1320,1913-12-01,10.0
1321,1913-11-01,10.1
1322,1913-10-01,10.0
1323,1913-09-01,10.0
1324,1913-08-01,9.9
1325,1913-07-01,9.9
1326,1913-06-01,9.8
1327,1913-05-01,9.7
1328,1913-04-01,9.8
1329,1913-03-01,9.8
1330,1913-02-01,9.8
1331,1913-01-01,9.8
